,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
321,C264,Masculino,21,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
322,D5E6,Masculino,29,Pardo,Ensino Medio,RJ,3,Contabilidade,Analista Senior
323,25B0,Feminino,34,Branco,Ensino Superior,RS,4,Contabilidade,Analista Senior
324,002D,Masculino,34,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
325,6D87,Masculino,29,Pardo,Ensino Superior,RS,5,Operacoes,Estagiario
326,9B8E,Masculino,33,Pardo,Ensino Superior,MT,4,Recursos Humanos,Analista Junior
327,929F,Masculino,37,Preto,Pos graduacao,TO,3,TI,Analista Senior
328,8C18,Feminino,29,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
329,4030,Masculino,22,Pardo,Mestrado,PB,1,Administrativo,Gerente
330,2C89,Masculino,27,Branco,Ensino Superior,MG,1,Desenvolvimento de Produtos,Gerente
331,42C2,Masculino,21,Branco,Ensino Medio,MT,3,TI,Analista Senior
332,1092,Masculino,34,Pardo,Ensino Superior,PB,4,Administrativo,Gerente
333,5FED,Masculino,53,Pardo,Ensino Superior,RS,10,Compras,Analista Pleno
334,408C,Masculino,27,Pardo,Ensino Superior,PR,2,Recursos Humanos,Analista Senior
335,9504,Masculino,35,Pardo,Ensino Superior,PR,4,Compras,Analista Senior
336,F748,Masculino,30,Branco,Ensino Superior,SC,11,Compras,Analista Pleno
337,23FE,Masculino,19,Branco,Ensino Superior,CE,,TI,Analista Pleno
338,B502,Masculino,51,Branco,Pos graduacao,RJ,9,TI,Analista Pleno
339,F3B7,Masculino,22,Pardo,Ensino Superior,RS,,Administrativo,Analista Pleno
340,8F2E,Masculino,19,Pardo,Ensino Superior,SP,4,TI,Estagiario
341,A2B5,Masculino,24,Preto,Ensino Superior,SP,,TI,Analista Senior
342,90E1,Feminino,36,Branco,Ensino Superior,MS,7,Compras,Analista Junior
343,FD54,Feminino,40,Pardo,Ensino Superior,AL,6,Administrativo,Analista Senior
344,BE67,Masculino,40,Branco,Pos graduacao,AM,6,TI,Analista Pleno
345,3F4C,Masculino,31,Pardo,Ensino Superior,MT,8,Marketing,Analista Senior
346,B916,Masculino,29,Branco,Pos graduacao,MG,6,Contabilidade,Analista Senior
347,B223,Masculino,26,Pardo,Ensino Superior,SE,11,TI,Analista Senior
348,7426,Feminino,23,Pardo,Pos graduacao,PE,4,Operacoes,Analista Pleno
349,C296,Masculino,25,Branco,Ensino Superior,MS,0,Contabilidade,Analista Pleno
350,BC15,Masculino,30,Branco,Ensino Superior,RO,2,Vendas,Gerente
351,101D,Masculino,41,Branco,Pos graduacao,CE,13,Compras,Analista Pleno
352,BEB6,Masculino,25,Pardo,Ensino Superior,MA,5,Contabilidade,Analista Pleno
353,1199,Feminino,23,Pardo,Mestrado,TO,5,Operacoes,Analista Junior
354,4645,Feminino,27,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
355,CC13,Masculino,38,Pardo,Ensino Superior,MS,8,TI,Gerente
356,D2A0,Masculino,40,Preto,Ensino Superior,CE,2,TI,Analista Junior
357,854A,Masculino,36,Pardo,Ensino Superior,AL,0,Compras,Analista Junior
358,D3E8,Feminino,48,Pardo,Ensino Superior,GO,4,Contabilidade,Analista Senior
359,8382,Masculino,20,Pardo,Ensino Superior,PE,,Recursos Humanos,Analista Pleno
360,44AC,Feminino,20,Preto,Pos graduacao,RN,,Compras,Analista Senior
361,7756,Masculino,,Pardo,Ensino Superior,RO,4,Vendas,Analista Junior
362,6D93,Masculino,30,Pardo,Ensino Medio,MG,5,TI,Analista Senior
363,3023,Masculino,22,Branco,Ensino Superior,TO,0,Operacoes,Analista Junior
364,CED6,Masculino,41,Pardo,Ensino Superior,PB,8,Contabilidade,Analista Junior
365,252A,Masculino,32,Branco,Ensino Superior,SP,7,Administrativo,Analista Senior
366,7923,Masculino,31,Branco,Ensino Superior,PI,5,Recursos Humanos,Analista Pleno
367,3DAB,Feminino,37,Pardo,Pos graduacao,MG,1,Contabilidade,Analista Senior
368,2018,Masculino,41,Branco,Ensino Superior,GO,12,Vendas,Analista Senior
369,36B1,Feminino,28,Pardo,Ensino Superior,DF,6,Recursos Humanos,Analista Pleno
370,1AF6,Masculino,23,Pardo,Ensino Superior,AC,5,Recursos Humanos,Analista Junior
371,7B5B,Masculino,27,Preto,Pos graduacao,GO,3,Administrativo,Estagiario
372,A5C8,Masculino,40,Branco,Pos graduacao,RJ,3,Administrativo,Analista Junior
373,D21F,Feminino,22,Pardo,Ensino Superior,SP,3,Administrativo,Analista Pleno
374,056B,Feminino,31,Pardo,Ensino Superior,DF,4,Marketing,Analista Pleno
375,38C1,Masculino,30,Preto,Ensino Superior,MS,8,Administrativo,Estagiario
376,9414,Masculino,27,Branco,Ensino Superior,GO,2,Marketing,Analista Junior
377,492C,Masculino,24,Branco,Ensino Superior,RO,6,TI,Gerente
378,DD6C,Masculino,25,Pardo,Ensino Superior,MG,5,Marketing,Analista Junior
379,AA46,Masculino,36,Pardo,Pos graduacao,RR,4,Marketing,Diretor
380,5491,Feminino,36,Preto,Ensino Superior,SP,4,TI,Analista Senior
381,A15C,Masculino,27,Indigena,Pos graduacao,RJ,3,Recursos Humanos,Estagiario
382,6D5E,Masculino,36,Branco,Ensino Superior,AM,1,Administrativo,Analista Junior
383,ACE6,Masculino,46,Pardo,Ensino Superior,RJ,4,Marketing,Estagiario
384,02F3,Feminino,30,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Senior
385,1953,Masculino,28,Pardo,Ensino Superior,MG,3,Compras,Estagiario
386,177F,Masculino,27,Branco,Ensino Medio,SC,12,Desenvolvimento de Produtos,Analista Pleno
387,E3E3,Feminino,35,Branco,Ensino Superior,CE,2,Vendas,Analista Junior
388,3B78,Masculino,19,Pardo,Ensino Superior,AC,3,Vendas,Analista Junior
389,B440,Feminino,19,Branco,Doutorado,MG,,Administrativo,Gerente
390,F5CF,Masculino,22,Branco,Ensino Superior,MG,6,TI,Analista Junior
391,CC2D,Masculino,30,Branco,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Junior
392,19C4,Masculino,39,Pardo,Pos graduacao,CE,4,Desenvolvimento de Produtos,Estagiario
393,74CD,Masculino,32,Branco,Pos graduacao,RJ,8,Marketing,Analista Senior
394,125B,Masculino,24,Pardo,Pos graduacao,RR,,Recursos Humanos,Analista Junior
395,DC6D,Feminino,25,Pardo,Pos graduacao,TO,6,TI,Analista Senior
396,4926,Feminino,36,Pardo,Ensino Superior,SP,7,TI,Analista Pleno
397,1F0D,Feminino,28,Branco,Ensino Superior,RO,6,Marketing,Analista Senior
398,C20F,Feminino,35,Pardo,Doutorado,AM,9,TI,Gerente
399,16BE,Masculino,43,Pardo,Ensino Superior,SE,5,Recursos Humanos,Estagiario
400,C312,Masculino,32,Indigena,Ensino Superior,PI,6,Compras,Analista Junior
401,DEEF,Masculino,39,Branco,Ensino Superior,RJ,10,Vendas,Analista Junior
402,6356,Masculino,32,Pardo,Doutorado,RJ,6,Contabilidade,Analista Junior
403,2301,Masculino,23,Pardo,Doutorado,RS,0,Contabilidade,Analista Senior
404,D398,Masculino,28,Pardo,Ensino Superior,SE,6,Recursos Humanos,Estagiario
405,7A1A,Masculino,23,Branco,Ensino Superior,AL,4,Contabilidade,Analista Pleno
406,0BE8,Masculino,37,Branco,Mestrado,AP,7,Recursos Humanos,Analista Pleno
407,AE0A,Masculino,28,Branco,Ensino Superior,AC,8,Operacoes,Analista Junior
408,6C11,Masculino,30,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
409,0917,Masculino,28,Pardo,Mestrado,PB,7,Contabilidade,Analista Pleno
410,6739,Masculino,20,Pardo,Ensino Superior,CE,6,Compras,Analista Senior
411,E855,Masculino,35,Branco,Ensino Superior,PA,6,Contabilidade,Analista Junior
412,456A,Masculino,21,Pardo,Ensino Superior,SP,,Contabilidade,Analista Junior
413,4991,Masculino,37,Pardo,Pos graduacao,MA,2,Administrativo,Analista Senior
415,3317,Masculino,37,Preto,Ensino Medio,BA,9,Desenvolvimento de Produtos,Analista Junior
416,0AA3,Masculino,43,Pardo,Ensino Superior,SP,3,Operacoes,Analista Junior
417,E1FC,Feminino,37,Pardo,Ensino Superior,SP,0,Administrativo,Analista Pleno
418,656C,Masculino,28,Pardo,Ensino Superior,RR,1,Recursos Humanos,Analista Junior
419,357F,Masculino,44,Branco,Ensino Superior,RN,9,Recursos Humanos,Analista Junior
420,ABA5,Masculino,33,Pardo,Ensino Superior,MG,11,Operacoes,Diretor
421,A2C9,Masculino,35,Pardo,Mestrado,CE,5,Marketing,Analista Junior
422,CD38,Masculino,42,Pardo,Ensino Superior,GO,7,Contabilidade,Analista Pleno
423,67D9,Masculino,29,Branco,Doutorado,RN,2,Vendas,Analista Pleno
424,7338,Masculino,36,Pardo,Pos graduacao,RJ,6,Desenvolvimento de Produtos,Analista Senior
425,FFE3,Feminino,26,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
426,0307,Masculino,35,Branco,Mestrado,PA,8,Compras,Estagiario
427,E367,Feminino,23,Pardo,Ensino Superior,AC,2,Marketing,Gerente
428,4101,Masculino,28,Preto,Mestrado,PR,,Compras,Analista Senior
429,859F,Feminino,45,Branco,Ensino Superior,PR,3,Compras,Analista Junior
430,7E66,Masculino,36,Preto,Doutorado,RR,5,Vendas,Gerente
431,433B,Masculino,23,Pardo,Mestrado,PB,7,Operacoes,Analista Senior
432,3771,Masculino,33,Pardo,Doutorado,MG,0,Recursos Humanos,Analista Junior
433,345B,Masculino,22,Pardo,Pos graduacao,RO,,Vendas,Analista Junior
434,E7E1,Masculino,48,Pardo,Ensino Superior,PE,10,TI,Analista Senior
435,8AE2,Masculino,28,Pardo,Ensino Superior,RJ,4,Compras,Analista Senior
436,C2C8,Feminino,19,Branco,Ensino Superior,BA,4,Marketing,Analista Pleno
437,EFF1,Feminino,18,Pardo,Ensino Superior,RJ,,Compras,Gerente
438,D3A5,Masculino,45,Preto,Mestrado,GO,8,Marketing,Analista Junior
439,BDA5,Masculino,42,Branco,Ensino Superior,SC,7,Marketing,Analista Senior
440,83E4,Feminino,22,Preto,Ensino Superior,RR,,Operacoes,Analista Pleno
441,CEC9,Feminino,21,Branco,Pos graduacao,RJ,6,Contabilidade,Estagiario
442,1DEE,Masculino,25,Branco,Ensino Superior,PB,2,Administrativo,Analista Junior
443,1730,Masculino,49,Pardo,Doutorado,AP,6,TI,Analista Pleno
444,0D3A,Masculino,24,Pardo,Ensino Superior,MG,4,Administrativo,Analista Senior
445,5D3B,Feminino,40,Branco,Ensino Superior,RS,2,Vendas,Analista Junior
446,5DC7,Feminino,39,Branco,Doutorado,MG,5,Recursos Humanos,Analista Pleno
447,10FC,Masculino,21,Branco,Ensino Superior,ES,,Desenvolvimento de Produtos,Analista Junior
448,ACBD,Masculino,25,Pardo,Ensino Superior,RJ,2,Administrativo,Analista Junior
449,6DD4,Masculino,35,Branco,Doutorado,PR,2,Compras,Analista Junior
450,A593,Masculino,44,Pardo,Ensino Superior,SC,7,Administrativo,Analista Senior
451,1E43,Masculino,35,Branco,Ensino Superior,PE,8,Administrativo,Analista Senior
452,4F0E,Feminino,56,Pardo,Ensino Superior,SP,5,Marketing,Gerente
453,ACA6,Masculino,36,Branco,Ensino Superior,RS,3,Administrativo,Analista Pleno
454,9993,Masculino,39,Pardo,Mestrado,RN,4,Vendas,Analista Senior
455,FAFA,Masculino,20,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
456,462A,Masculino,25,Branco,Ensino Superior,PE,1,Administrativo,Analista Junior
457,82DB,Masculino,33,Preto,Pos graduacao,AP,2,Desenvolvimento de Produtos,Analista Senior
458,B9C8,Masculino,,Pardo,Ensino Superior,RS,5,Vendas,Estagiario
459,E02D,Masculino,58,Pardo,Ensino Superior,CE,9,TI,Analista Senior
460,E483,Masculino,40,Branco,Pos graduacao,SC,,TI,Analista Pleno
461,1CA2,Masculino,22,Pardo,Ensino Superior,SP,4,Compras,Analista Junior
462,EA44,Masculino,34,Preto,Ensino Superior,RO,8,Marketing,Analista Junior
463,2BED,Masculino,20,Branco,Ensino Superior,PR,4,TI,Gerente
464,2B84,Masculino,18,Branco,Doutorado,MG,4,Marketing,Analista Pleno
465,7FA8,Masculino,34,Branco,Pos graduacao,RS,5,Compras,Analista Junior
466,319B,Feminino,28,Pardo,Ensino Superior,MG,0,Desenvolvimento de Produtos,Analista Junior
467,9811,Feminino,36,Branco,Mestrado,AL,3,Vendas,Analista Senior
468,90DA,Masculino,25,Branco,Ensino Superior,MA,8,Recursos Humanos,Analista Junior
469,8F5E,Masculino,44,Pardo,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
470,53BF,Masculino,22,Pardo,Ensino Superior,CE,3,Marketing,Analista Junior
471,B9FD,Feminino,29,Branco,Ensino Medio,SC,6,Desenvolvimento de Produtos,Estagiario
472,631D,Masculino,56,Branco,Ensino Superior,MS,11,Administrativo,Analista Senior
473,7B01,Masculino,32,Branco,Ensino Superior,RS,8,Marketing,Analista Junior
474,5A9A,Feminino,46,Pardo,Ensino Superior,SP,6,Operacoes,Analista Senior
475,F5FB,Feminino,31,Branco,Ensino Superior,RS,6,Desenvolvimento de Produtos,Analista Pleno
476,A0E0,Feminino,39,Branco,Ensino Medio,SC,8,Contabilidade,Analista Pleno
477,74CE,Masculino,20,Pardo,Ensino Superior,TO,5,Recursos Humanos,Analista Junior
478,2C2A,Masculino,46,Branco,Ensino Superior,RR,2,Administrativo,Estagiario
479,EBE3,Masculino,40,Branco,Ensino Medio,CE,8,TI,Analista Senior
480,461D,Masculino,25,Branco,Doutorado,AL,,Recursos Humanos,Analista Junior
481,223D,Masculino,49,Preto,Ensino Superior,SC,7,TI,Analista Pleno
482,8ADA,Masculino,19,Branco,Ensino Superior,RS,4,Desenvolvimento de Produtos,Analista Pleno
483,209F,Masculino,25,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Gerente
484,5466,Masculino,20,Pardo,Ensino Superior,SC,,Compras,Analista Junior
485,C5CF,Masculino,27,Branco,Ensino Superior,SC,3,TI,Analista Pleno
486,CB1D,Masculino,26,Pardo,Ensino Superior,PB,9,Vendas,Analista Pleno
487,B4E4,Masculino,47,Pardo,Ensino Superior,GO,,Administrativo,Analista Pleno
488,8B66,Masculino,26,Pardo,Ensino Superior,AL,2,Contabilidade,Analista Senior
489,CB60,Feminino,40,Preto,Pos graduacao,RO,10,Desenvolvimento de Produtos,Analista Junior
490,1D30,Masculino,45,Pardo,Ensino Superior,RJ,7,Marketing,Diretor
491,6A52,Masculino,22,Preto,Ensino Superior,RJ,4,Contabilidade,Estagiario
492,3C60,Feminino,33,Branco,Mestrado,SP,6,Contabilidade,Analista Junior
493,3D1F,Feminino,19,Pardo,Ensino Medio,MG,,TI,Gerente
494,91CD,Feminino,42,Branco,Ensino Superior,RR,4,Compras,Analista Pleno
495,C3B1,Masculino,41,Pardo,Mestrado,DF,5,Marketing,Gerente
496,07CA,Feminino,30,Pardo,Ensino Superior,SP,7,Contabilidade,Estagiario
497,1986,Masculino,20,Pardo,Ensino Medio,RS,4,Administrativo,Analista Pleno
498,7F39,Masculino,27,Branco,Ensino Superior,AM,8,Contabilidade,Analista Senior
499,BFE6,Masculino,22,Pardo,Pos graduacao,SE,2,Compras,Analista Junior
500,1DF7,Masculino,19,Pardo,Ensino Superior,RJ,,Administrativo,Analista Junior
501,10BB,Feminino,27,Pardo,Ensino Superior,CE,4,Vendas,Estagiario
502,3645,Masculino,42,Branco,Ensino Superior,MG,5,Vendas,Gerente
503,4DF5,Feminino,21,Preto,Ensino Superior,AL,1,Vendas,Analista Junior
504,1E09,Masculino,30,Branco,Ensino Superior,MG,7,Recursos Humanos,Analista Junior
505,407C,Masculino,27,Pardo,Ensino Superior,SC,4,Recursos Humanos,Analista Junior
506,52E1,Masculino,46,Pardo,Mestrado,PR,12,Administrativo,Analista Pleno
507,0197,Masculino,45,Branco,Ensino Superior,RN,0,Administrativo,Estagiario
508,D875,Masculino,30,Pardo,Mestrado,MT,6,Operacoes,Analista Senior
509,4EA7,Masculino,30,Preto,Ensino Superior,MG,14,Administrativo,Analista Senior
510,6DC7,Masculino,38,Pardo,Ensino Superior,RR,7,Administrativo,Analista Junior
511,BB4A,Masculino,22,Pardo,Ensino Superior,SP,6,Contabilidade,Analista Junior
512,F8E1,Masculino,39,Preto,Doutorado,DF,3,Desenvolvimento de Produtos,Analista Senior
513,10B2,Feminino,46,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
514,76FF,Masculino,20,Pardo,Ensino Superior,PB,0,Desenvolvimento de Produtos,Analista Senior
515,E813,Masculino,48,Branco,Ensino Superior,GO,1,Contabilidade,Gerente
516,5A88,Masculino,32,Pardo,Doutorado,RO,7,Desenvolvimento de Produtos,Gerente
517,8DA9,Feminino,26,Preto,Ensino Superior,PB,4,Desenvolvimento de Produtos,Analista Senior
518,5A0E,Masculino,39,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
519,FCCF,Masculino,30,Branco,Ensino Superior,SE,7,Operacoes,Analista Junior
520,CA5E,Feminino,20,Branco,Ensino Superior,MS,,Recursos Humanos,Analista Junior
521,0CC0,Masculino,38,Branco,Mestrado,MT,3,Contabilidade,Analista Pleno
522,0D18,Feminino,30,Branco,Ensino Superior,MS,11,Administrativo,Estagiario
523,58AE,Masculino,20,Pardo,Ensino Medio,AM,,TI,Analista Senior
524,2E10,Masculino,46,Branco,Ensino Superior,RS,9,Recursos Humanos,Analista Pleno
525,F908,Feminino,33,Pardo,Ensino Superior,MS,1,Vendas,Analista Junior
526,9C24,Feminino,37,Branco,Ensino Superior,PI,5,Marketing,Analista Senior
527,52ED,Masculino,38,Pardo,Ensino Superior,RN,8,Desenvolvimento de Produtos,Analista Senior
528,CB48,Masculino,18,Branco,Ensino Superior,TO,3,Marketing,Analista Pleno
529,1E72,Feminino,20,Branco,Doutorado,SE,2,Vendas,Analista Senior
530,D4AF,Masculino,30,Pardo,Pos graduacao,SP,6,Contabilidade,Analista Senior
531,DB8F,Masculino,18,Pardo,Pos graduacao,PA,,Recursos Humanos,Analista Pleno
532,116D,Feminino,21,Preto,Ensino Superior,RJ,5,Administrativo,Analista Senior
533,D981,Masculino,29,Pardo,Ensino Superior,PE,0,Contabilidade,Analista Pleno
534,B527,Masculino,38,Preto,Doutorado,RR,6,Contabilidade,Gerente
535,3F54,Feminino,24,Branco,Ensino Superior,RO,7,TI,Estagiario
536,6E37,Masculino,38,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
537,A024,Masculino,31,Pardo,Mestrado,AC,5,TI,Gerente
538,E158,Masculino,33,Branco,Ensino Superior,AC,1,Vendas,Analista Junior
539,02E6,Masculino,30,Branco,Mestrado,RJ,0,Vendas,Gerente
540,88E8,Masculino,18,Pardo,Pos graduacao,RJ,2,Compras,Analista Pleno
541,FE68,Masculino,28,Pardo,Pos graduacao,RS,1,Recursos Humanos,Analista Junior
542,5C4B,Masculino,26,Preto,Pos graduacao,MT,0,Desenvolvimento de Produtos,Analista Pleno
543,F535,Masculino,31,Pardo,Ensino Superior,MS,8,Marketing,Analista Senior
544,9186,Masculino,28,Pardo,Mestrado,SC,1,Administrativo,Gerente
545,1443,Masculino,29,Pardo,Ensino Superior,MT,5,Administrativo,Analista Junior
546,4389,Masculino,36,Pardo,Mestrado,MG,7,Desenvolvimento de Produtos,Analista Junior
547,8C5D,Masculino,20,Pardo,Mestrado,RJ,,Vendas,Analista Pleno
548,F1C3,Masculino,32,Pardo,Ensino Superior,RJ,1,Contabilidade,Analista Senior
549,22F0,Masculino,26,Branco,Ensino Superior,AL,3,Marketing,Gerente
550,01D5,Feminino,23,Pardo,Pos graduacao,SP,7,Administrativo,Analista Junior
551,A493,Masculino,39,Pardo,Ensino Medio,MS,6,Recursos Humanos,Analista Junior
552,C4C3,Masculino,28,Pardo,Ensino Superior,CE,1,Compras,Analista Junior
553,8296,Masculino,25,Pardo,Ensino Superior,AM,3,TI,Gerente
554,19B7,Masculino,30,Pardo,Ensino Superior,MG,4,Vendas,Analista Pleno
555,20AF,Masculino,40,Branco,Ensino Superior,SP,6,Contabilidade,Analista Senior
556,7D15,Masculino,34,Pardo,Ensino Superior,MT,5,Desenvolvimento de Produtos,Analista Pleno
557,A725,Masculino,18,Branco,Ensino Superior,SE,,Recursos Humanos,Estagiario
558,AD1D,Masculino,27,Pardo,Ensino Superior,TO,11,Marketing,Analista Pleno
559,A6A8,Masculino,24,Preto,Ensino Medio,MS,10,Administrativo,Analista Junior
560,6991,Masculino,24,Pardo,Mestrado,MS,0,Recursos Humanos,Analista Pleno
561,45E8,Masculino,34,Branco,Pos graduacao,MG,5,Operacoes,Gerente
562,69FF,Masculino,20,Branco,Mestrado,MT,,Administrativo,Estagiario
563,C0B4,Feminino,25,Pardo,Ensino Superior,PE,5,TI,Analista Senior
564,0158,Masculino,36,Branco,Ensino Superior,SC,5,Administrativo,Analista Junior
565,D9DE,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Pleno
566,1973,Feminino,33,Pardo,Doutorado,PA,11,Administrativo,Gerente
567,A09C,Masculino,19,Branco,Ensino Superior,MT,,Vendas,Analista Junior
568,63B0,Feminino,28,Branco,Ensino Superior,AM,10,TI,Analista Pleno
569,B10F,Feminino,25,Branco,Mestrado,RS,2,Operacoes,Analista Senior
570,67D0,Masculino,39,Branco,Ensino Superior,PR,10,Operacoes,Analista Senior
571,32E8,Feminino,29,Branco,Pos graduacao,SP,7,Compras,Analista Senior
572,194E,Feminino,33,Branco,Ensino Superior,PE,6,Marketing,Analista Junior
573,7B45,Masculino,20,Preto,Ensino Superior,PR,,Compras,Analista Junior
574,6CAE,Masculino,28,Branco,Ensino Superior,RS,,Operacoes,Analista Junior
575,E6C5,Masculino,25,Branco,Ensino Superior,MG,2,Vendas,Analista Senior
576,BC61,Masculino,24,Branco,Ensino Superior,CE,5,Compras,Analista Senior
577,1E59,Masculino,20,Branco,Ensino Superior,AP,,Compras,Analista Senior
578,867C,Feminino,31,Pardo,Ensino Superior,SP,4,Marketing,Analista Senior
579,B512,Masculino,27,Pardo,Pos graduacao,RO,7,Contabilidade,Estagiario
580,4180,Feminino,22,Pardo,Ensino Superior,PI,1,TI,Estagiario
581,7BF2,Masculino,26,Preto,Mestrado,MG,7,Recursos Humanos,Gerente
582,8BE9,Masculino,22,Branco,Ensino Superior,PR,8,Compras,Gerente
583,A7DD,Masculino,34,Pardo,Ensino Superior,BA,2,Desenvolvimento de Produtos,Analista Pleno
584,2D7A,Masculino,24,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
585,AF67,Masculino,36,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
586,BCE4,Masculino,29,Preto,Ensino Superior,TO,4,Operacoes,Gerente
587,1603,Masculino,21,Branco,Mestrado,SC,7,Vendas,Analista Pleno
588,1578,Masculino,38,Pardo,Ensino Superior,DF,7,TI,Analista Junior
589,2D04,Feminino,51,Pardo,Ensino Superior,PR,13,Recursos Humanos,Analista Junior
590,F5BB,Feminino,19,Pardo,Doutorado,MS,,Vendas,Analista Pleno
591,BA64,Feminino,31,Pardo,Ensino Superior,RR,5,Desenvolvimento de Produtos,Analista Junior
592,56D8,Masculino,39,Branco,Ensino Superior,RR,7,Administrativo,Analista Senior
593,94F4,Masculino,26,Branco,Pos graduacao,MS,4,Administrativo,Estagiario
594,5C81,Feminino,42,Pardo,Mestrado,BA,4,Desenvolvimento de Produtos,Gerente
595,E8A1,Feminino,35,Pardo,Ensino Superior,GO,9,Administrativo,Gerente
596,9A10,Feminino,33,Pardo,Ensino Superior,MG,4,Desenvolvimento de Produtos,Analista Junior
597,5257,Masculino,33,Pardo,Ensino Superior,DF,2,Contabilidade,Analista Pleno
598,6C46,Masculino,18,Pardo,Ensino Superior,SC,3,Compras,Estagiario
599,A4F1,Masculino,23,Pardo,Ensino Superior,SP,3,Marketing,Analista Pleno
600,410A,Masculino,21,Branco,Ensino Superior,RJ,6,Contabilidade,Estagiario
601,3247,Feminino,28,Branco,Doutorado,MG,5,Operacoes,Gerente
602,587B,Masculino,32,Pardo,Ensino Superior,AL,3,Operacoes,Analista Junior
603,81A5,Masculino,25,Pardo,Pos graduacao,SP,7,TI,Estagiario
604,9EEA,Masculino,31,Pardo,Ensino Superior,TO,5,Contabilidade,Analista Senior
605,0369,Masculino,36,Branco,Ensino Superior,CE,9,Contabilidade,Analista Senior
606,C6E4,Feminino,39,Branco,Ensino Superior,MG,8,Administrativo,Analista Senior
607,2F1A,Masculino,35,Pardo,Ensino Superior,PR,5,Contabilidade,Analista Junior
608,95DC,Masculino,43,Preto,Ensino Superior,SP,3,TI,Estagiario
609,91D7,Feminino,37,Branco,Ensino Superior,PR,7,Administrativo,Gerente
